,0,1
0,-8.271786,-7.4994197
1,-8.261099,-7.4994197
2,-8.249489,-7.4994197
3,-8.236879,-7.4994197
4,-8.22319,-7.4994197
5,-8.208338,-7.4994197
6,-8.192228,-7.4994197
7,-8.174768,-7.4994197
8,-8.155851,-7.4994197
9,-8.135374,-7.4994197
10,-8.11322,-7.4994197
11,-8.089272,-7.4994197
12,-8.063404,-7.4994197
13,-8.03549,-7.4994197
14,-8.005396,-7.4994197
15,-7.9729857,-7.4994197
16,-7.9381223,-7.4994197
17,-7.9006658,-7.4994197
18,-7.860476,-7.4994197
19,-7.8174148,-7.4994197
20,-7.7713475,-7.4994197
21,-7.7221475,-7.4994197
22,-7.6696897,-7.4994197
23,-7.6138663,-7.4994197
24,-7.5545774,-7.4994197
25,-7.491739,-7.499417
26,-7.4252887,-7.499417
27,-7.355183,-7.499417
28,-7.281402,-7.499417
29,-7.2039537,-7.499417
30,-7.1228733,-7.499417
31,-7.038228,-7.499417
32,-6.950115,-7.499417
33,-6.858665,-7.499417
34,-6.7640395,-7.499417
35,-6.666429,-7.499417
36,-6.566056,-7.499417
37,-6.463167,-7.499417
38,-6.358029,-7.499417
39,-6.250928,-7.499417
40,-6.142162,-7.499417
41,-6.032033,-7.499417
42,-5.920847,-7.499417
43,-5.808903,-7.499417
44,-5.696488,-7.499417
45,-5.583872,-7.499417
46,-5.471306,-7.499417
47,-5.359011,-7.499417
48,-5.2471843,-7.499417
49,-5.1359873,-7.499417
50,-5.0255527,-7.499417
51,-4.915977,-7.499417
52,-4.807328,-7.499417
53,-4.6996393,-7.499417
54,-4.5929184,-7.499417
55,-4.4871464,-7.499417
56,-4.3822813,-7.499417
57,-4.2782645,-7.499417
58,-4.1750193,-7.499417
59,-4.0724583,-7.499417
60,-3.97049,-7.499417
61,-3.8690162,-1.1633487
62,-3.76794,-1.1633487
63,-3.6671667,-1.1633487
64,-3.5666099,-1.1633487
65,-3.4661884,-1.1633487
66,-3.3658342,-1.1633487
67,-3.2654877,-1.1633487
68,-3.1651042,-1.1633487
69,-3.0646489,-1.1633487
70,-2.9641037,-1.1633487
71,-2.8634586,-1.1633487
72,-2.7627177,-1.1633487
73,-2.661892,-1.1633487
74,-2.5610023,-1.1633487
75,-2.460075,-1.1633487
76,-2.3591413,-1.1633487
77,-2.258234,-1.1633487
78,-2.1573873,-1.1633487
79,-2.056631,-1.1633487
80,-1.9559934,-1.1633487
81,-1.8554959,-1.1633487
82,-1.7551522,-1.1633487
83,-1.6549678,-1.1633487
84,-1.5549366,-1.1633487
85,-1.4550443,-1.1633487
86,-1.3552604,-1.1633487
87,-1.2555437,-1.1633487
88,-1.1558373,-1.1632404
89,-1.0560701,-1.1632404
90,-0.9561553,-1.1632404
91,-0.8559892,-1.1632404
92,-0.7554517,-1.1632404
93,-0.65440345,-1.1632404
94,-0.5526875,3.4988914
95,-0.45013046,3.4988914
96,-0.34653974,3.4988914
97,-0.24170786,3.4988914
98,-0.13541716,3.4988914
99,-0.027443886,3.4988914
100,0.082431436,3.4988914
101,0.19440985,3.4988914
102,0.30866084,3.4988914
103,0.42529956,3.4988914
104,0.54436505,3.4988914
105,0.66579676,3.4988914
106,0.78941345,3.4988914
107,0.91489923,3.4988914
108,1.0417942,3.4988914
109,1.1695026,3.4988914
110,1.2973156,3.4988914
111,1.4244437,3.4988914
112,1.5500643,3.4988914
113,1.6733735,3.4988914
114,1.7936366,3.4988914
115,1.9102315,3.4988914
116,2.0226812,3.4988914
117,2.130669,3.4988914
118,2.234043,3.4988914
119,2.3328013,3.4988914
120,2.4270773,3.4988914
121,2.5171118,3.4988914
122,2.603227,3.4988914
123,2.6858013,3.4988914
124,2.765248,3.4988914
125,2.8419967,3.4988914
126,2.916476,3.4988914
127,2.9891067,3.4988914
128,3.0602937,3.4988914
129,3.1304195,3.4988914
130,3.1998436,3.4988914
131,3.268901,3.4988914
132,3.337902,3.4988914
133,3.4071338,3.4988914
134,3.4768586,3.4988914
135,3.5473206,3.4988923
136,3.6187394,3.4988923
137,3.691319,3.4988923
138,3.7652435,3.4988923
139,3.8406787,3.4988923
140,3.9177747,3.4988923
141,3.9966645,3.4988923
142,4.077465,3.4988923
143,4.160276,3.4988923
144,4.2451806,3.4988923
145,4.3322473,3.4988923
146,4.421526,3.4988923
147,4.513049,3.4988923
148,4.6068335,3.4988923
149,4.7028747,3.4988923
150,4.801154,3.4988923
151,4.901631,3.4988923
152,5.0042486,3.4988923
153,5.1089296,3.4988923
154,5.21558,3.4988923
155,5.324086,3.4988923
156,5.4343176,3.4988923
157,5.5461254,3.4988923
158,5.659347,3.4988923
159,5.7738028,3.4988923
160,5.8893,3.4988923
161,6.0056324,3.4988923
162,6.1225853,3.4988923
163,6.2399344,3.4988923
164,6.3574476,3.4988923
165,6.474891,3.4988923
166,6.5920258,3.4988923
167,6.708613,3.4988923
168,6.824417,3.4988923
169,6.939206,3.4988923
170,7.052754,3.4988923
171,7.164844,3.4988923
172,7.27527,3.4988923
173,7.383835,3.4988923
174,7.4903574,7.949185
175,7.594671,7.949185
176,7.696622,7.949185
177,7.7960753,7.949185
178,7.892911,7.949185
